date (mm/dd/yyyy),flow (m3/s),data source
3/11/2006,1003.004653,gage
3/12/2006,1107.18688,gage
3/13/2006,1126.536693,gage
3/14/2006,1152.375773,gage
3/15/2006,1134.559787,gage
3/16/2006,1138.217373,gage
3/17/2006,1132.259047,gage
3/18/2006,1064.239733,gage
3/19/2006,938.9378933,gage
3/20/2006,796.7049667,gage
3/21/2006,900.8282,gage
3/22/2006,1187.771773,gage
3/23/2006,1389.293,gage
3/24/2006,1567.039913,gage
3/25/2006,1673.640867,gage
3/26/2006,1759.299187,gage
3/27/2006,1776.761213,gage
3/28/2006,1724.49312,gage
3/29/2006,1609.6331,gage
3/30/2006,1439.437333,gage
3/31/2006,1260.333573,gage
4/1/2006,1100.63862,gage
4/2/2006,950.7673391,gage
4/3/2006,847.6162133,gage
4/4/2006,790.6876467,gage
4/5/2006,721.54746,gage
4/6/2006,666.8016467,gage
4/7/2006,642.61438,gage
4/8/2006,663.0260733,gage
4/9/2006,749.9822467,gage
4/10/2006,824.1368667,gage
4/11/2006,857.7040733,gage
4/12/2006,825.43472,gage
4/13/2006,743.1980133,gage
4/14/2006,689.2781067,gage
4/15/2006,589.0484333,gage
4/16/2006,490.8835267,gage
4/17/2006,411.584688,gage
4/18/2006,342.4639691,gage
4/19/2006,340.06707,gage
4/20/2006,370.0415827,gage
4/21/2006,416.9589807,gage
4/22/2006,575.3029867,gage
4/23/2006,676.4765533,gage
4/24/2006,824.7268,gage
4/25/2006,921.53486,gage
4/26/2006,893.04108,gage
4/27/2006,853.57454,gage
4/28/2006,682.6708533,gage
4/29/2006,459.227704,gage
4/30/2006,416.044584,gage
5/1/2006,550.4667933,gage
5/2/2006,484.0815953,gage
5/3/2006,408.1217793,gage
5/4/2006,357.2282307,gage
5/5/2006,393.656614,gage
5/6/2006,356.9568613,gage
5/7/2006,398.3347853,gage
5/8/2006,433.1290533,gage
5/9/2006,578.3116467,gage
5/10/2006,601.02408,gage
5/11/2006,923.6425309,gage
5/12/2006,1266.586867,gage
5/13/2006,1452.82882,gage
5/14/2006,1571.287433,gage
5/15/2006,1646.916887,gage
5/16/2006,1636.121107,gage
5/17/2006,1532.705793,gage
5/18/2006,1385.340447,gage
5/19/2006,1209.186353,gage
5/20/2006,993.6837067,gage
5/21/2006,798.35678,gage
5/22/2006,621.2587933,gage
5/23/2006,506.8117267,gage
5/24/2006,372.4249133,gage
5/25/2006,320.439988,gage
5/26/2006,269.9711913,gage
5/27/2006,218.6074658,gage
5/28/2006,260.5033513,gage
5/29/2006,235.4258752,gage
5/30/2006,179.8441263,gage
5/31/2006,195.9923715,gage
6/1/2006,273.2317529,gage
6/2/2006,290.795838,gage
6/3/2006,292.034698,gage
6/4/2006,235.2536147,gage
6/5/2006,251.364694,gage
6/6/2006,211.4940497,gage
6/7/2006,182.2068093,gage
6/8/2006,174.4621645,gage
6/9/2006,197.8070064,gage
6/10/2006,166.0762622,gage
6/11/2006,172.927158,gage
6/12/2006,94.97513713,gage
6/13/2006,180.5249094,gage
6/14/2006,138.885055,gage
6/15/2006,204.6354847,gage
6/16/2006,235.4583215,gage
6/17/2006,188.2990509,gage
6/18/2006,179.8842418,gage
6/19/2006,183.386676,gage
6/20/2006,146.9352853,gage
6/21/2006,164.9724969,gage
6/22/2006,178.1710754,gage
6/23/2006,178.2117808,gage
6/24/2006,148.8702666,gage
6/25/2006,182.7766849,gage
6/26/2006,130.0567027,gage
6/27/2006,130.6967803,gage
6/28/2006,171.6888879,gage
6/29/2006,192.207667,gage
6/30/2006,120.6165895,gage
7/1/2006,170.5863025,gage
7/2/2006,175.263294,gage
7/3/2006,177.440148,gage
7/4/2006,158.4425249,gage
7/5/2006,154.3997117,gage
7/6/2006,145.017412,gage
7/7/2006,137.6078493,gage
7/8/2006,129.275041,gage
7/9/2006,112.6589787,gage
7/10/2006,134.7673203,gage
7/11/2006,100.206076,gage
7/12/2006,145.9217798,gage
7/13/2006,137.814326,gage
7/14/2006,143.5065927,gage
7/15/2006,164.4869818,gage
7/16/2006,161.9502685,gage
7/17/2006,121.4094599,gage
7/18/2006,115.3307868,gage
7/19/2006,129.5428707,gage
7/20/2006,126.2203662,gage
7/21/2006,104.2831053,gage
7/22/2006,127.3117429,gage
7/23/2006,145.627993,gage
7/24/2006,131.5751911,gage
7/25/2006,192.2681223,gage
7/26/2006,118.8285015,gage
7/27/2006,142.5284833,gage
7/28/2006,158.4844101,gage
7/29/2006,180.4529375,gage
7/30/2006,107.0510725,gage
7/31/2006,150.8654211,gage
8/1/2006,140.3327514,gage
8/2/2006,171.705996,gage
8/3/2006,125.7678873,gage
8/4/2006,109.1494653,gage
8/5/2006,96.9991984,gage
8/6/2006,154.3837835,gage
8/7/2006,124.4629548,gage
8/8/2006,92.4826688,gage
8/9/2006,90.7889702,gage
8/10/2006,144.3148014,gage
8/11/2006,148.6814879,gage
8/12/2006,141.7385625,gage
8/13/2006,125.0410895,gage
8/14/2006,141.0170741,gage
8/15/2006,113.4477196,gage
8/16/2006,160.5715943,gage
8/17/2006,203.2479615,gage
8/18/2006,192.0468973,gage
8/19/2006,151.9880643,gage
8/20/2006,163.9206458,gage
8/21/2006,125.7448799,gage
8/22/2006,125.1519969,gage
8/23/2006,127.6409257,gage
8/24/2006,129.0231395,gage
8/25/2006,174.9476797,gage
8/26/2006,143.5349095,gage
8/27/2006,121.6554621,gage
8/28/2006,112.1675643,gage
8/29/2006,116.4994447,gage
8/30/2006,139.4207145,gage
8/31/2006,184.8314227,gage
9/1/2006,153.8156777,gage
9/2/2006,151.2453382,gage
9/3/2006,131.4589742,gage
9/4/2006,102.5551905,gage
9/5/2006,75.70432124,gage
9/6/2006,115.7750066,gage
9/7/2006,95.68718667,gage
9/8/2006,98.6079466,gage
9/9/2006,119.8502661,gage
9/10/2006,111.1304615,gage
9/11/2006,80.53533893,gage
9/12/2006,112.5651793,gage
9/13/2006,166.7428869,gage
9/14/2006,230.0763597,gage
9/15/2006,162.2157385,gage
9/16/2006,144.5442855,gage
9/17/2006,100.1488525,gage
9/18/2006,89.90348027,gage
9/19/2006,163.9094371,gage
9/20/2006,147.2107841,gage
9/21/2006,68.12727113,gage
9/22/2006,58.8741668,gage
9/23/2006,141.3934515,gage
9/24/2006,161.1597578,gage
9/25/2006,224.5758213,gage
9/26/2006,193.8308557,gage
9/27/2006,150.3557187,gage
9/28/2006,195.5092161,gage
9/29/2006,158.9840837,gage
9/30/2006,118.8090337,gage
10/1/2006,125.5159858,gage
10/2/2006,98.2646054,gage
10/3/2006,82.88091387,gage
10/4/2006,47.085529,gage
10/5/2006,40.289497,gage
10/6/2006,117.6008503,gage
10/7/2006,15.08636513,gage
10/8/2006,60.36020887,gage
10/9/2006,94.20527413,gage
10/10/2006,105.1473576,gage
10/11/2006,57.72851627,gage
10/12/2006,147.5334777,gage
10/13/2006,127.9417917,gage
10/14/2006,46.6271508,gage
10/15/2006,26.308077,gage
10/16/2006,-119.4809678,gage
10/17/2006,226.6093215,gage
10/18/2006,406.717738,gage
10/19/2006,423.8553013,gage
10/20/2006,518.8463667,gage
10/21/2006,492.8893,gage
10/22/2006,611.7608667,gage
10/23/2006,588.8714533,gage
10/24/2006,511.4132067,gage
10/25/2006,455.776594,gage
10/26/2006,376.0353053,gage
10/27/2006,348.314338,gage
10/28/2006,506.7527333,gage
10/29/2006,573.3562067,gage
10/30/2006,615.8904,gage
10/31/2006,501.2663533,gage
11/1/2006,464.74948,gage
11/2/2006,436.0197267,gage
11/3/2006,387.816274,gage
11/4/2006,363.1511613,gage
11/5/2006,289.2897382,gage
11/6/2006,211.2911126,gage
11/7/2006,326.5416685,gage
11/8/2006,518.37442,gage
11/9/2006,696.0033467,gage
11/10/2006,782.8415333,gage
11/11/2006,789.3897933,gage
11/12/2006,676.1815867,gage
11/13/2006,541.7947733,gage
11/14/2006,450.0483413,gage
11/15/2006,381.462692,gage
11/16/2006,903.0109533,gage
11/17/2006,1172.728473,gage
11/18/2006,1290.1842,gage
11/19/2006,1365.636673,gage
11/20/2006,1371.889967,gage
11/21/2006,1307.8822,gage
11/22/2006,1176.445053,gage
11/23/2006,1040.701393,gage
11/24/2006,916.1074733,gage
11/25/2006,811.09934,gage
11/26/2006,617.2472467,gage
11/27/2006,434.415108,gage
11/28/2006,393.7156073,gage
11/29/2006,418.2689432,gage
11/30/2006,356.243042,gage
12/1/2006,496.9893367,gage
12/2/2006,490.4705733,gage
12/3/2006,535.8364467,gage
12/4/2006,425.99086,gage
12/5/2006,321.6452218,gage
12/6/2006,302.8847519,gage
12/7/2006,426.9583507,gage
12/8/2006,327.713866,gage
12/9/2006,213.9275247,gage
12/10/2006,278.0768753,gage
12/11/2006,194.0821673,gage
12/12/2006,170.5084313,gage
12/13/2006,314.3990707,gage
12/14/2006,331.7254127,gage
12/15/2006,336.1322147,gage
12/16/2006,364.030162,gage
12/17/2006,390.1465107,gage
12/18/2006,328.4489229,gage
12/19/2006,327.2395596,gage
12/20/2006,262.8306383,gage
12/21/2006,261.3717331,gage
12/22/2006,519.0799803,gage
12/23/2006,947.01998,gage
12/24/2006,1051.320193,gage
12/25/2006,982.3569867,gage
12/26/2006,1013.800433,gage
12/27/2006,921.2398933,gage
12/28/2006,847.2622533,gage
12/29/2006,820.7742467,gage
12/30/2006,760.48306,gage
12/31/2006,878.9416733,gage
1/1/2007,1159.631953,gage
1/2/2007,1376.255473,gage
1/3/2007,1486.10106,gage
1/4/2007,1528.39928,gage
1/5/2007,1543.914527,gage
1/6/2007,1578.366633,gage
1/7/2007,1619.72096,gage
1/8/2007,1686.324433,gage
1/9/2007,1750.450187,gage
1/10/2007,1808.676607,gage
1/11/2007,1821.183193,gage
1/12/2007,1828.262393,gage
1/13/2007,1789.385787,gage
1/14/2007,1695.173433,gage
1/15/2007,1542.498687,gage
1/16/2007,1405.75214,gage
1/17/2007,1235.67436,gage
1/18/2007,1063.590807,gage
1/19/2007,956.6358933,gage
1/20/2007,864.5473,gage
1/21/2007,770.8068933,gage
1/22/2007,702.43362,gage
1/23/2007,852.33568,gage
1/24/2007,1009.49392,gage
1/25/2007,1101.110567,gage
1/26/2007,1126.4777,gage
1/27/2007,1083.884513,gage
1/28/2007,995.3945133,gage
1/29/2007,858.17602,gage
1/30/2007,698.0681133,gage
1/31/2007,686.85938,gage
2/1/2007,631.0516867,gage
2/2/2007,757.9463467,gage
2/3/2007,954.1581733,gage
2/4/2007,1087.660087,gage
2/5/2007,1129.48636,gage
2/6/2007,1025.24514,gage
2/7/2007,914.45566,gage
2/8/2007,844.8435267,gage
2/9/2007,774.5234733,gage
2/10/2007,686.9183733,gage
2/11/2007,574.83104,gage
2/12/2007,545.45236,gage
2/13/2007,512.3571,gage
2/14/2007,691.81482,gage
2/15/2007,786.7940867,gage
2/16/2007,887.8496667,gage
2/17/2007,861.821808,gage
2/18/2007,851.2738,gage
2/19/2007,692.16878,gage
2/20/2007,605.0356267,gage
2/21/2007,547.22216,gage
2/22/2007,527.5183867,gage
2/23/2007,466.6313673,gage
2/24/2007,366.2542107,gage
2/25/2007,442.1019393,gage
2/26/2007,498.7178413,gage
2/27/2007,598.7823333,gage
2/28/2007,629.9898067,gage
3/1/2007,612.70476,gage
3/2/2007,830.39016,gage
3/3/2007,945.7221267,gage
3/4/2007,1118.808567,gage
3/5/2007,1166.12122,gage
3/6/2007,1126.4777,gage
3/7/2007,1023.888293,gage
3/8/2007,862.5415267,gage
3/9/2007,721.9604133,gage
3/10/2007,625.97826,gage
3/11/2007,474.4787631,gage
3/12/2007,377.622226,gage
3/13/2007,350.2375207,gage
3/14/2007,303.5265993,gage
3/15/2007,306.2048967,gage
3/16/2007,455.387238,gage
3/17/2007,459.4282813,gage
3/18/2007,415.442852,gage
3/19/2007,314.0628087,gage
3/20/2007,287.7812787,gage
3/21/2007,269.6231307,gage
3/22/2007,240.6491449,gage
3/23/2007,256.1993259,gage
3/24/2007,256.7962102,gage
3/25/2007,283.4258009,gage
3/26/2007,230.4138016,gage
3/27/2007,195.4767697,gage
3/28/2007,250.5553055,gage
3/29/2007,282.9709623,gage
3/30/2007,195.0301902,gage
3/31/2007,203.3469861,gage
4/1/2007,260.496862,gage
4/2/2007,236.4511793,gage
4/3/2007,332.510024,gage
4/4/2007,276.1890887,gage
4/5/2007,171.7425719,gage
4/6/2007,268.4473935,gage
4/7/2007,280.7362948,gage
4/8/2007,234.7456821,gage
4/9/2007,209.9012297,gage
4/10/2007,161.8782966,gage
4/11/2007,209.4829669,gage
4/12/2007,279.9717412,gage
4/13/2007,237.6493339,gage
4/14/2007,173.6799129,gage
4/15/2007,596.3636067,gage
4/16/2007,561.6755267,gage
4/17/2007,575.71594,gage
4/18/2007,577.0727867,gage
4/19/2007,552.5905533,gage
4/20/2007,441.8010733,gage
4/21/2007,293.9331035,gage
4/22/2007,272.3527522,gage
4/23/2007,217.9485103,gage
4/24/2007,223.2744284,gage
4/25/2007,212.1659837,gage
4/26/2007,265.5118853,gage
4/27/2007,296.0462447,gage
4/28/2007,287.804876,gage
4/29/2007,267.0215247,gage
4/30/2007,220.4610363,gage
5/1/2007,208.9844733,gage
5/2/2007,130.4613969,gage
5/3/2007,166.3594302,gage
5/4/2007,164.4415569,gage
5/5/2007,168.9498275,gage
5/6/2007,192.156035,gage
5/7/2007,141.4666033,gage
5/8/2007,222.3175565,gage
5/9/2007,124.9360813,gage
5/10/2007,122.2524746,gage
5/11/2007,204.6708807,gage
5/12/2007,155.3347561,gage
5/13/2007,166.9198669,gage
5/14/2007,87.52663887,gage
5/15/2007,87.5466966,gage
5/16/2007,115.1561665,gage
5/17/2007,210.7878995,gage
5/18/2007,130.009508,gage
5/19/2007,91.24675847,gage
5/20/2007,124.6363952,gage
5/21/2007,130.0614221,gage
5/22/2007,120.7994688,gage
5/23/2007,118.4125985,gage
5/24/2007,116.7188999,gage
5/25/2007,114.7072273,gage
5/26/2007,102.2342668,gage
5/27/2007,69.47408893,gage
5/28/2007,102.931568,gage
5/29/2007,77.225223,gage
5/30/2007,85.40287887,gage
5/31/2007,91.374774,gage
6/1/2007,104.2512489,gage
6/2/2007,131.7061563,gage
6/3/2007,95.57686913,gage
6/4/2007,126.3625401,gage
6/5/2007,105.8729756,gage
6/6/2007,161.9962833,gage
6/7/2007,110.9977265,gage
6/8/2007,201.8557189,gage
6/9/2007,152.82223,gage
6/10/2007,114.9833161,gage
6/11/2007,90.74708493,gage
6/12/2007,55.5416334,gage
6/13/2007,93.2914674,gage
6/14/2007,37.00946767,gage
6/15/2007,84.35987673,gage
6/16/2007,92.12221953,gage
6/17/2007,107.2463404,gage
6/18/2007,72.29515013,gage
6/19/2007,156.4821764,gage
6/20/2007,248.3035836,gage
6/21/2007,162.7107427,gage
6/22/2007,119.8366976,gage
6/23/2007,82.15706567,gage
6/24/2007,99.6910642,gage
6/25/2007,106.4458009,gage
6/26/2007,139.212468,gage
6/27/2007,91.69274807,gage
6/28/2007,122.8660053,gage
6/29/2007,114.6541333,gage
6/30/2007,210.1330735,gage
7/1/2007,83.0337066,gage
7/2/2007,168.458413,gage
7/3/2007,100.0574128,gage
7/4/2007,96.89596007,gage
7/5/2007,210.6852511,gage
7/6/2007,194.6148771,gage
7/7/2007,142.8275795,gage
7/8/2007,243.8648715,gage
7/9/2007,214.5911997,gage
7/10/2007,128.9806643,gage
7/11/2007,187.0625506,gage
7/12/2007,227.8523111,gage
7/13/2007,199.2204867,gage
7/14/2007,197.4536363,gage
7/15/2007,155.2586547,gage
7/16/2007,166.1210971,gage
7/17/2007,149.0165701,gage
7/18/2007,152.7821145,gage
7/19/2007,144.0056763,gage
7/20/2007,127.6816311,gage
7/21/2007,123.6801133,gage
7/22/2007,131.3516063,gage
7/23/2007,79.41505553,gage
7/24/2007,70.2486714,gage
7/25/2007,128.8561883,gage
7/26/2007,137.2031551,gage
7/27/2007,123.0671725,gage
7/28/2007,68.91837173,gage
7/29/2007,131.3498365,gage
7/30/2007,93.37228827,gage
7/31/2007,105.7207728,gage
8/1/2007,123.8081288,gage
8/2/2007,111.6000484,gage
8/3/2007,117.1713788,gage
8/4/2007,139.5322119,gage
8/5/2007,142.8600258,gage
8/6/2007,134.1325521,gage
8/7/2007,120.4301705,gage
8/8/2007,67.58984187,gage
8/9/2007,68.94845833,gage
8/10/2007,63.6561664,gage
8/11/2007,86.54793947,gage
8/12/2007,110.6119101,gage
8/13/2007,84.88609727,gage
8/14/2007,81.86858827,gage
8/15/2007,57.6795518,gage
8/16/2007,59.27709127,gage
8/17/2007,64.6490242,gage
8/18/2007,98.27050473,gage
8/19/2007,58.96737627,gage
8/20/2007,87.587402,gage
8/21/2007,90.5996016,gage
8/22/2007,81.393102,gage
8/23/2007,95.055958,gage
8/24/2007,62.7995832,gage
8/25/2007,102.9292083,gage
8/26/2007,109.8054712,gage
8/27/2007,91.4225586,gage
8/28/2007,96.6983324,gage
8/29/2007,82.73048087,gage
8/30/2007,97.170869,gage
8/31/2007,140.2837869,gage
9/1/2007,153.9731899,gage
9/2/2007,131.5097085,gage
9/3/2007,122.142747,gage
9/4/2007,80.19258767,gage
9/5/2007,78.39565073,gage
9/6/2007,56.78521287,gage
9/7/2007,89.5642686,gage
9/8/2007,46.23543507,gage
9/9/2007,83.9221462,gage
9/10/2007,30.97208993,gage
9/11/2007,45.69328633,gage
9/12/2007,119.6998331,gage
9/13/2007,68.5107278,gage
9/14/2007,78.34078693,gage
9/15/2007,210.2994347,gage
9/16/2007,183.2869236,gage
9/17/2007,104.9231829,gage
9/18/2007,105.8859541,gage
9/19/2007,112.6365613,gage
9/20/2007,99.79961193,gage
9/21/2007,48.46302333,gage
9/22/2007,-23.52477153,gage
9/23/2007,81.5010598,gage
9/24/2007,65.85366807,gage
9/25/2007,46.7899724,gage
9/26/2007,29.12323887,gage
9/27/2007,114.4966211,gage
9/28/2007,118.7960552,gage
9/29/2007,81.5222974,gage
9/30/2007,92.53694267,gage
10/1/2007,128.6444023,gage
10/2/2007,102.4318945,gage
10/3/2007,70.96839007,gage
10/4/2007,48.5261462,gage
10/5/2007,91.06877558,gage
10/6/2007,146.6754196,gage
10/7/2007,102.5463415,gage
10/8/2007,134.1089547,gage
10/9/2007,234.23303,gage
10/10/2007,174.8420816,gage
10/11/2007,187.9657385,gage
10/12/2007,181.1466991,gage
10/13/2007,178.8642471,gage
10/14/2007,202.0716345,gage
10/15/2007,160.1669,gage
10/16/2007,171.7130752,gage
10/17/2007,157.1881496,gage
10/18/2007,188.1653425,gage
10/19/2007,219.1425353,gage
10/20/2007,215.8948933,gage
10/21/2007,72.56062013,gage
10/22/2007,197.1887563,gage
10/23/2007,321.8168924,gage
10/24/2007,393.0430833,gage
10/25/2007,361.5996367,gage
10/26/2007,323.094688,gage
10/27/2007,352.2775101,gage
10/28/2007,212.1393187,gage
10/29/2007,187.6737215,gage
10/30/2007,171.0806667,gage
10/31/2007,159.7315292,gage
11/1/2007,222.3635713,gage
11/2/2007,206.526811,gage
11/3/2007,147.2396909,gage
11/4/2007,110.0941256,gage
11/5/2007,92.33937399,gage
11/6/2007,227.3508677,gage
11/7/2007,48.52909587,gage
11/8/2007,86.97599509,gage
11/9/2007,117.558965,gage
11/10/2007,164.4344777,gage
11/11/2007,104.7798291,gage
11/12/2007,104.6636123,gage
11/13/2007,75.63358287,gage
11/14/2007,105.559898,gage
11/15/2007,97.46857886,gage
11/16/2007,89.37725973,gage
11/17/2007,95.1780742,gage
11/18/2007,90.60727073,gage
11/19/2007,92.71291978,gage
11/20/2007,85.93092819,gage
11/21/2007,10.93618413,gage
11/22/2007,326.2443421,gage
11/23/2007,83.75873467,gage
11/24/2007,81.3152308,gage
11/25/2007,179.7438377,gage
11/26/2007,278.1724445,gage
11/27/2007,376.6010514,gage
11/28/2007,183.9990268,gage
11/29/2007,214.3746941,gage
11/30/2007,233.1160502,gage
12/1/2007,184.5169883,gage
12/2/2007,85.88627024,gage
12/3/2007,326.0514887,gage
12/4/2007,5.030951467,gage
12/5/2007,89.47363621,gage
12/6/2007,70.61479164,gage
12/7/2007,107.6718003,gage
12/8/2007,124.4105687,gage
12/9/2007,141.0790171,gage
12/10/2007,120.0360951,gage
12/11/2007,119.2420448,gage
12/12/2007,128.5871787,gage
12/13/2007,121.3091712,gage
12/14/2007,189.7662151,gage
12/15/2007,46.174082,gage
12/16/2007,294.0357519,gage
12/17/2007,117.2356815,gage
12/18/2007,60.55117029,gage
12/19/2007,23.6728448,gage
12/20/2007,126.9660419,gage
12/21/2007,165.7571083,gage
12/22/2007,199.202592,gage
12/23/2007,232.6480758,gage
12/24/2007,266.0935595,gage
12/25/2007,222.0674248,gage
12/26/2007,92.31866733,gage
12/27/2007,194.2151383,gage
12/28/2007,151.3084611,gage
12/29/2007,243.0194971,gage
12/30/2007,249.4316005,gage
12/31/2007,323.9205947,gage
1/1/2008,453.2221827,gage
1/2/2008,355.1699533,gage
1/3/2008,177.8879074,gage
1/4/2008,90.63358176,gage
1/5/2008,127.9078705,gage
1/6/2008,195.235487,gage
1/7/2008,165.7641875,gage
1/8/2008,196.6879029,gage
1/9/2008,214.2366497,gage
1/10/2008,280.2195132,gage
1/11/2008,398.9188193,gage
1/12/2008,476.182388,gage
1/13/2008,554.5963267,gage
1/14/2008,543.3286,gage
1/15/2008,547.4581333,gage
1/16/2008,480.5596933,gage
1/17/2008,376.985098,gage
1/18/2008,402.7669545,gage
1/19/2008,508.1213787,gage
1/20/2008,383.7575327,gage
1/21/2008,408.8179007,gage
1/22/2008,346.0371953,gage
1/23/2008,353.8768194,gage
1/24/2008,435.6781553,gage
1/25/2008,320.6995587,gage
1/26/2008,326.014858,gage
1/27/2008,347.0813773,gage
1/28/2008,333.6485953,gage
1/29/2008,276.9052677,gage
1/30/2008,401.4498693,gage
1/31/2008,387.8811667,gage
2/1/2008,702.6106,gage
2/2/2008,938.70192,gage
2/3/2008,1095.388213,gage
2/4/2008,1042.648173,gage
2/5/2008,988.0203467,gage
2/6/2008,1047.780593,gage
2/7/2008,1086.893173,gage
2/8/2008,1066.776447,gage
2/9/2008,1116.861787,gage
2/10/2008,1083.353573,gage
2/11/2008,932.50762,gage
2/12/2008,745.3217733,gage
2/13/2008,727.03384,gage
2/14/2008,619.60698,gage
2/15/2008,638.3078667,gage
2/16/2008,538.2610727,gage
2/17/2008,515.4837467,gage
2/18/2008,622.5566467,gage
2/19/2008,793.1063733,gage
2/20/2008,871.80348,gage
2/21/2008,832.3959333,gage
2/22/2008,827.6174733,gage
2/23/2008,1055.50872,gage
2/24/2008,1305.522467,gage
2/25/2008,1443.62586,gage
2/26/2008,1517.308533,gage
2/27/2008,1490.407573,gage
2/28/2008,1377.61232,gage
2/29/2008,1297.558367,gage
3/1/2008,1165.177327,gage
3/2/2008,979.93826,gage
3/3/2008,816.1727667,gage
3/4/2008,834.8736533,gage
3/5/2008,1007.960093,gage
3/6/2008,1222.813813,gage
3/7/2008,1357.731567,gage
3/8/2008,1496.71986,gage
3/9/2008,1553.053363,gage
3/10/2008,1569.045687,gage
3/11/2008,1561.966487,gage
3/12/2008,1485.157167,gage
3/13/2008,1362.981973,gage
3/14/2008,1181.636467,gage
3/15/2008,998.1082067,gage
3/16/2008,917.81828,gage
3/17/2008,866.0811267,gage
3/18/2008,823.48794,gage
3/19/2008,863.30844,gage
3/20/2008,1047.662607,gage
3/21/2008,990.4390733,gage
3/22/2008,985.8965867,gage
3/23/2008,993.7427,gage
3/24/2008,916.04848,gage
3/25/2008,743.7879467,gage
3/26/2008,626.86316,gage
3/27/2008,498.6824453,gage
3/28/2008,475.63375,gage
3/29/2008,486.5239193,gage
3/30/2008,484.5063473,gage
3/31/2008,522.44496,gage
4/1/2008,596.4226,gage
4/2/2008,600.2571667,gage
4/3/2008,699.4839533,gage
4/4/2008,733.93606,gage
4/5/2008,842.6607733,gage
4/6/2008,1016.04218,gage
4/7/2008,1213.72884,gage
4/8/2008,1309.416027,gage
4/9/2008,1359.855327,gage
4/10/2008,1306.9973,gage
4/11/2008,1232.252747,gage
4/12/2008,1163.938467,gage
4/13/2008,1074.62256,gage
4/14/2008,997.9312267,gage
4/15/2008,905.6656533,gage
4/16/2008,753.75782,gage
4/17/2008,639.0157867,gage
4/18/2008,507.8146133,gage
4/19/2008,578.90158,gage
4/20/2008,573.1202333,gage
4/21/2008,654.11808,gage
4/22/2008,671.9340667,gage
4/23/2008,606.0975067,gage
4/24/2008,552.2365933,gage
4/25/2008,452.8092293,gage
4/26/2008,395.001662,gage
4/27/2008,336.1829489,gage
4/28/2008,515.5132433,gage
4/29/2008,524.4507333,gage
4/30/2008,569.4036533,gage
5/1/2008,601.9679733,gage
5/2/2008,604.6226733,gage
5/3/2008,616.4803333,gage
5/4/2008,667.2735933,gage
5/5/2008,673.9988333,gage
5/6/2008,617.2472467,gage
5/7/2008,482.465178,gage
5/8/2008,372.1771413,gage
5/9/2008,415.8971007,gage
5/10/2008,431.6837167,gage
5/11/2008,568.6957333,gage
5/12/2008,560.2006933,gage
5/13/2008,746.9735867,gage
5/14/2008,881.7733533,gage
5/15/2008,873.04234,gage
5/16/2008,927.3162067,gage
5/17/2008,1027.781853,gage
5/18/2008,1157.98014,gage
5/19/2008,1234.553487,gage
5/20/2008,1203.28702,gage
5/21/2008,1091.78962,gage
5/22/2008,874.2222067,gage
5/23/2008,688.98314,gage
5/24/2008,604.6226733,gage
5/25/2008,552.4135733,gage
5/26/2008,452.573256,gage
5/27/2008,447.281554,gage
5/28/2008,434.0729467,gage
