date (mm/dd/yyyy),flow (m3/s),data source
6/13/2006,9089.6928,gage
6/14/2006,9089.6928,gage
6/15/2006,9033.0592,gage
6/16/2006,8891.4752,gage
6/17/2006,8834.8416,gage
6/18/2006,8495.04,gage
6/19/2006,8098.6048,gage
6/20/2006,7815.4368,gage
6/21/2006,7447.3184,gage
6/22/2006,7164.1504,gage
6/23/2006,6937.616,gage
6/24/2006,6824.3488,gage
6/25/2006,6739.3984,gage
6/26/2006,6654.448,gage
6/27/2006,6569.4976,gage
6/28/2006,6484.5472,gage
6/29/2006,6371.28,gage
6/30/2006,6116.4288,gage
7/1/2006,6088.112,gage
7/2/2006,5974.8448,gage
7/3/2006,6003.1616,gage
7/4/2006,6003.1616,gage
7/5/2006,6059.7952,gage
7/6/2006,6201.3792,gage
7/7/2006,6427.9136,gage
7/8/2006,6654.448,gage
7/9/2006,6852.6656,gage
7/10/2006,7022.5664,gage
7/11/2006,7079.2,gage
7/12/2006,7022.5664,gage
7/13/2006,6796.032,gage
7/14/2006,6541.1808,gage
7/15/2006,6342.9632,gage
7/16/2006,6229.696,gage
7/17/2006,6371.28,gage
7/18/2006,6484.5472,gage
7/19/2006,6484.5472,gage
7/20/2006,6399.5968,gage
7/21/2006,6371.28,gage
7/22/2006,6371.28,gage
7/23/2006,6427.9136,gage
7/24/2006,6626.1312,gage
7/25/2006,6852.6656,gage
7/26/2006,6909.2992,gage
7/27/2006,6965.9328,gage
7/28/2006,6937.616,gage
7/29/2006,6796.032,gage
7/30/2006,6569.4976,gage
7/31/2006,6314.6464,gage
8/1/2006,6088.112,gage
8/2/2006,5889.8944,gage
8/3/2006,5719.9936,gage
8/4/2006,5578.4096,gage
8/5/2006,5465.1424,gage
8/6/2006,5323.5584,gage
8/7/2006,5295.2416,gage
8/8/2006,5266.9248,gage
8/9/2006,5295.2416,gage
8/10/2006,5323.5584,gage
8/11/2006,5323.5584,gage
8/12/2006,5323.5584,gage
8/13/2006,5210.2912,gage
8/14/2006,4927.1232,gage
8/15/2006,4785.5392,gage
8/16/2006,4757.2224,gage
8/17/2006,4842.1728,gage
8/18/2006,4842.1728,gage
8/19/2006,4898.8064,gage
8/20/2006,4842.1728,gage
8/21/2006,4757.2224,gage
8/22/2006,4700.5888,gage
8/23/2006,4842.1728,gage
8/24/2006,4757.2224,gage
8/25/2006,4700.5888,gage
8/26/2006,4700.5888,gage
8/27/2006,4615.6384,gage
8/28/2006,4559.0048,gage
8/29/2006,4530.688,gage
8/30/2006,4474.0544,gage
8/31/2006,4389.104,gage
9/1/2006,4332.4704,gage
9/2/2006,4275.8368,gage
9/3/2006,4190.8864,gage
9/4/2006,4105.936,gage
9/5/2006,4105.936,gage
9/6/2006,4304.1536,gage
9/7/2006,4530.688,gage
9/8/2006,4672.272,gage
9/9/2006,4785.5392,gage
9/10/2006,4927.1232,gage
9/11/2006,5012.0736,gage
9/12/2006,5153.6576,gage
9/13/2006,5436.8256,gage
9/14/2006,5408.5088,gage
9/15/2006,5323.5584,gage
9/16/2006,5210.2912,gage
9/17/2006,5068.7072,gage
9/18/2006,4955.44,gage
9/19/2006,5012.0736,gage
9/20/2006,5068.7072,gage
9/21/2006,5238.608,gage
9/22/2006,5550.0928,gage
9/23/2006,5861.5776,gage
9/24/2006,6173.0624,gage
9/25/2006,6342.9632,gage
9/26/2006,6427.9136,gage
9/27/2006,6512.864,gage
9/28/2006,6399.5968,gage
9/29/2006,6427.9136,gage
9/30/2006,6739.3984,gage
10/1/2006,7702.1696,gage
10/2/2006,8891.4752,gage
10/3/2006,9740.9792,gage
10/4/2006,10194.048,gage
10/5/2006,10335.632,gage
10/6/2006,10194.048,gage
10/7/2006,10052.464,gage
10/8/2006,9542.7616,gage
10/9/2006,9004.7424,gage
10/10/2006,8551.6736,gage
10/11/2006,8098.6048,gage
10/12/2006,7730.4864,gage
10/13/2006,7447.3184,gage
10/14/2006,7277.4176,gage
10/15/2006,7164.1504,gage
10/16/2006,7079.2,gage
10/17/2006,7503.952,gage
10/18/2006,8410.0896,gage
10/19/2006,8495.04,gage
10/20/2006,8325.1392,gage
10/21/2006,8268.5056,gage
10/22/2006,8155.2384,gage
10/23/2006,7957.0208,gage
10/24/2006,7815.4368,gage
10/25/2006,7815.4368,gage
10/26/2006,8098.6048,gage
10/27/2006,8749.8912,gage
10/28/2006,9259.5936,gage
10/29/2006,9740.9792,gage
10/30/2006,10618.8,gage
10/31/2006,10901.968,gage
11/1/2006,11100.1856,gage
11/2/2006,11893.056,gage
11/3/2006,12062.9568,gage
11/4/2006,12091.2736,gage
11/5/2006,12147.9072,gage
11/6/2006,12261.1744,gage
11/7/2006,12374.4416,gage
11/8/2006,12516.0256,gage
11/9/2006,12770.8768,gage
11/10/2006,12912.4608,gage
11/11/2006,12912.4608,gage
11/12/2006,12742.56,gage
11/13/2006,12459.392,gage
11/14/2006,12176.224,gage
11/15/2006,11949.6896,gage
11/16/2006,11468.304,gage
11/17/2006,11213.4528,gage
11/18/2006,10901.968,gage
11/19/2006,10703.7504,gage
11/20/2006,10562.1664,gage
11/21/2006,10250.6816,gage
11/22/2006,10024.1472,gage
11/23/2006,10194.048,gage
11/24/2006,10703.7504,gage
11/25/2006,11326.72,gage
11/26/2006,11978.0064,gage
11/27/2006,12459.392,gage
11/28/2006,12657.6096,gage
11/29/2006,12884.144,gage
11/30/2006,12884.144,gage
12/1/2006,12884.144,gage
12/2/2006,12742.56,gage
12/3/2006,12600.976,gage
12/4/2006,12516.0256,gage
12/5/2006,12516.0256,gage
12/6/2006,12317.808,gage
12/7/2006,11751.472,gage
12/8/2006,11326.72,gage
12/9/2006,11383.3536,gage
12/10/2006,11666.5216,gage
12/11/2006,11921.3728,gage
12/12/2006,11921.3728,gage
12/13/2006,11779.7888,gage
12/14/2006,11893.056,gage
12/15/2006,11893.056,gage
12/16/2006,11779.7888,gage
12/17/2006,11439.9872,gage
12/18/2006,11043.552,gage
12/19/2006,10618.8,gage
12/20/2006,10307.3152,gage
12/21/2006,10024.1472,gage
12/22/2006,9995.8304,gage
12/23/2006,10137.4144,gage
12/24/2006,10137.4144,gage
12/25/2006,10250.6816,gage
12/26/2006,10392.2656,gage
12/27/2006,10448.8992,gage
12/28/2006,10477.216,gage
12/29/2006,10477.216,gage
12/30/2006,10901.968,gage
12/31/2006,11978.0064,gage
1/1/2007,12855.8272,gage
1/2/2007,13790.2816,gage
1/3/2007,15489.2896,gage
1/4/2007,16791.8624,gage
1/5/2007,17754.6336,gage
1/6/2007,18943.9392,gage
1/7/2007,19113.84,gage
1/8/2007,19113.84,gage
1/9/2007,19368.6912,gage
1/10/2007,19368.6912,gage
1/11/2007,19368.6912,gage
1/12/2007,19368.6912,gage
1/13/2007,19028.8896,gage
1/14/2007,19142.1568,gage
1/15/2007,19538.592,gage
1/16/2007,20104.928,gage
1/17/2007,21011.0656,gage
1/18/2007,21917.2032,gage
1/19/2007,22795.024,gage
1/20/2007,23502.944,gage
1/21/2007,24210.864,gage
1/22/2007,25145.3184,gage
1/23/2007,25513.4368,gage
1/24/2007,25655.0208,gage
1/25/2007,25824.9216,gage
1/26/2007,26051.456,gage
1/27/2007,26136.4064,gage
1/28/2007,26249.6736,gage
1/29/2007,26334.624,gage
1/30/2007,26249.6736,gage
1/31/2007,26136.4064,gage
2/1/2007,26051.456,gage
2/2/2007,25909.872,gage
2/3/2007,25626.704,gage
2/4/2007,25117.0016,gage
2/5/2007,24182.5472,gage
2/6/2007,23219.776,gage
2/7/2007,22087.104,gage
2/8/2007,21265.9168,gage
2/9/2007,20104.928,gage
2/10/2007,18858.9888,gage
2/11/2007,17443.1488,gage
2/12/2007,16423.744,gage
2/13/2007,15574.24,gage
2/14/2007,14724.736,gage
2/15/2007,13903.5488,gage
2/16/2007,13110.6784,gage
2/17/2007,12402.7584,gage
2/18/2007,11978.0064,gage
2/19/2007,11666.5216,gage
2/20/2007,11326.72,gage
2/21/2007,11185.136,gage
2/22/2007,11156.8192,gage
2/23/2007,11128.5024,gage
2/24/2007,11185.136,gage
2/25/2007,11185.136,gage
2/26/2007,10958.6016,gage
2/27/2007,10958.6016,gage
2/28/2007,10958.6016,gage
3/1/2007,10930.2848,gage
3/2/2007,11100.1856,gage
3/3/2007,11439.9872,gage
3/4/2007,12459.392,gage
3/5/2007,13875.232,gage
3/6/2007,15092.8544,gage
3/7/2007,16027.3088,gage
3/8/2007,16876.8128,gage
3/9/2007,17358.1984,gage
3/10/2007,17698,gage
3/11/2007,18151.0688,gage
3/12/2007,18405.92,gage
3/13/2007,18632.4544,gage
3/14/2007,18802.3552,gage
3/15/2007,18972.256,gage
3/16/2007,18972.256,gage
3/17/2007,18858.9888,gage
3/18/2007,18575.8208,gage
3/19/2007,17924.5344,gage
3/20/2007,17273.248,gage
3/21/2007,16310.4768,gage
3/22/2007,15659.1904,gage
3/23/2007,14922.9536,gage
3/24/2007,14469.8848,gage
3/25/2007,14186.7168,gage
3/26/2007,14186.7168,gage
3/27/2007,14413.2512,gage
3/28/2007,14724.736,gage
3/29/2007,15177.8048,gage
3/30/2007,15715.824,gage
3/31/2007,16338.7936,gage
4/1/2007,16820.1792,gage
4/2/2007,17273.248,gage
4/3/2007,17641.3664,gage
4/4/2007,17811.2672,gage
4/5/2007,17981.168,gage
4/6/2007,17981.168,gage
4/7/2007,18066.1184,gage
4/8/2007,18264.336,gage
4/9/2007,18490.8704,gage
4/10/2007,18689.088,gage
4/11/2007,18972.256,gage
4/12/2007,18972.256,gage
4/13/2007,18972.256,gage
4/14/2007,18887.3056,gage
4/15/2007,18802.3552,gage
4/16/2007,18575.8208,gage
4/17/2007,17641.3664,gage
4/18/2007,17301.5648,gage
4/19/2007,17046.7136,gage
4/20/2007,16848.496,gage
4/21/2007,16706.912,gage
4/22/2007,16820.1792,gage
4/23/2007,17018.3968,gage
4/24/2007,17358.1984,gage
4/25/2007,17556.416,gage
4/26/2007,17952.8512,gage
4/27/2007,18405.92,gage
4/28/2007,18575.8208,gage
4/29/2007,19028.8896,gage
4/30/2007,19425.3248,gage
5/1/2007,19538.592,gage
5/2/2007,19425.3248,gage
5/3/2007,19028.8896,gage
5/4/2007,19028.8896,gage
5/5/2007,19142.1568,gage
5/6/2007,18604.1376,gage
5/7/2007,17952.8512,gage
5/8/2007,17669.6832,gage
5/9/2007,17556.416,gage
5/10/2007,17443.1488,gage
5/11/2007,17386.5152,gage
5/12/2007,17386.5152,gage
5/13/2007,17556.416,gage
5/14/2007,17669.6832,gage
5/15/2007,17839.584,gage
5/16/2007,17981.168,gage
5/17/2007,18405.92,gage
5/18/2007,18689.088,gage
5/19/2007,18915.6224,gage
5/20/2007,19028.8896,gage
5/21/2007,18830.672,gage
5/22/2007,18490.8704,gage
5/23/2007,18264.336,gage
5/24/2007,17924.5344,gage
5/25/2007,17499.7824,gage
5/26/2007,17273.248,gage
5/27/2007,16763.5456,gage
5/28/2007,16140.576,gage
5/29/2007,15574.24,gage
5/30/2007,14922.9536,gage
5/31/2007,14158.4,gage
6/1/2007,13337.2128,gage
6/2/2007,12600.976,gage
6/3/2007,11921.3728,gage
6/4/2007,11298.4032,gage
6/5/2007,11128.5024,gage
6/6/2007,11071.8688,gage
6/7/2007,11071.8688,gage
6/8/2007,11071.8688,gage
6/9/2007,11071.8688,gage
6/10/2007,11241.7696,gage
6/11/2007,11326.72,gage
6/12/2007,11355.0368,gage
6/13/2007,11213.4528,gage
6/14/2007,11100.1856,gage
6/15/2007,11043.552,gage
6/16/2007,10958.6016,gage
6/17/2007,10873.6512,gage
6/18/2007,10930.2848,gage
6/19/2007,11043.552,gage
6/20/2007,11298.4032,gage
6/21/2007,11383.3536,gage
6/22/2007,11355.0368,gage
6/23/2007,11355.0368,gage
6/24/2007,11355.0368,gage
6/25/2007,11298.4032,gage
6/26/2007,11326.72,gage
6/27/2007,11524.9376,gage
6/28/2007,11468.304,gage
6/29/2007,11270.0864,gage
6/30/2007,11270.0864,gage
7/1/2007,11185.136,gage
7/2/2007,11071.8688,gage
7/3/2007,11156.8192,gage
7/4/2007,11411.6704,gage
7/5/2007,11723.1552,gage
7/6/2007,11893.056,gage
7/7/2007,12062.9568,gage
7/8/2007,12346.1248,gage
7/9/2007,12629.2928,gage
7/10/2007,13450.48,gage
7/11/2007,13988.4992,gage
7/12/2007,14158.4,gage
7/13/2007,15007.904,gage
7/14/2007,15319.3888,gage
7/15/2007,15857.408,gage
7/16/2007,16650.2784,gage
7/17/2007,16593.6448,gage
7/18/2007,16423.744,gage
7/19/2007,16310.4768,gage
7/20/2007,16140.576,gage
7/21/2007,15517.6064,gage
7/22/2007,15092.8544,gage
7/23/2007,14583.152,gage
7/24/2007,14101.7664,gage
7/25/2007,13705.3312,gage
7/26/2007,13308.896,gage
7/27/2007,12884.144,gage
7/28/2007,12516.0256,gage
7/29/2007,12176.224,gage
7/30/2007,11921.3728,gage
7/31/2007,11609.888,gage
8/1/2007,11355.0368,gage
8/2/2007,11213.4528,gage
8/3/2007,10930.2848,gage
8/4/2007,10703.7504,gage
8/5/2007,10392.2656,gage
8/6/2007,10024.1472,gage
8/7/2007,9769.296,gage
8/8/2007,9571.0784,gage
8/9/2007,9457.8112,gage
8/10/2007,9344.544,gage
8/11/2007,9146.3264,gage
8/12/2007,8863.1584,gage
8/13/2007,8381.7728,gage
8/14/2007,7957.0208,gage
8/15/2007,7503.952,gage
8/16/2007,7475.6352,gage
8/17/2007,7305.7344,gage
8/18/2007,7305.7344,gage
8/19/2007,7305.7344,gage
8/20/2007,7447.3184,gage
8/21/2007,7447.3184,gage
8/22/2007,7447.3184,gage
8/23/2007,7475.6352,gage
8/24/2007,7362.368,gage
8/25/2007,7645.536,gage
8/26/2007,7532.2688,gage
8/27/2007,7503.952,gage
8/28/2007,7277.4176,gage
8/29/2007,7164.1504,gage
8/30/2007,7334.0512,gage
8/31/2007,7758.8032,gage
9/1/2007,7900.3872,gage
9/2/2007,8126.9216,gage
9/3/2007,8381.7728,gage
9/4/2007,8664.9408,gage
9/5/2007,8948.1088,gage
9/6/2007,9287.9104,gage
9/7/2007,9542.7616,gage
9/8/2007,9797.6128,gage
9/9/2007,9939.1968,gage
9/10/2007,9939.1968,gage
9/11/2007,10052.464,gage
9/12/2007,9939.1968,gage
9/13/2007,9825.9296,gage
9/14/2007,9825.9296,gage
9/15/2007,9769.296,gage
9/16/2007,9599.3952,gage
9/17/2007,9174.6432,gage
9/18/2007,8636.624,gage
9/19/2007,8155.2384,gage
9/20/2007,7872.0704,gage
9/21/2007,7645.536,gage
9/22/2007,7192.4672,gage
9/23/2007,6937.616,gage
9/24/2007,6711.0816,gage
9/25/2007,6342.9632,gage
9/26/2007,6059.7952,gage
9/27/2007,5861.5776,gage
9/28/2007,5776.6272,gage
9/29/2007,5663.36,gage
9/30/2007,5578.4096,gage
10/1/2007,5436.8256,gage
10/2/2007,5210.2912,gage
10/3/2007,5097.024,gage
10/4/2007,4983.7568,gage
10/5/2007,4955.44,gage
10/6/2007,4955.44,gage
10/7/2007,5153.6576,gage
10/8/2007,5436.8256,gage
10/9/2007,5380.192,gage
10/10/2007,5125.3408,gage
10/11/2007,4927.1232,gage
10/12/2007,4785.5392,gage
10/13/2007,4728.9056,gage
10/14/2007,4700.5888,gage
10/15/2007,4700.5888,gage
10/16/2007,4700.5888,gage
10/17/2007,4728.9056,gage
10/18/2007,4870.4896,gage
10/19/2007,5550.0928,gage
10/20/2007,5578.4096,gage
10/21/2007,5691.6768,gage
10/22/2007,5776.6272,gage
10/23/2007,5946.528,gage
10/24/2007,6144.7456,gage
10/25/2007,6314.6464,gage
10/26/2007,6541.1808,gage
10/27/2007,6909.2992,gage
10/28/2007,7277.4176,gage
10/29/2007,7560.5856,gage
10/30/2007,8126.9216,gage
10/31/2007,8806.5248,gage
11/1/2007,9316.2272,gage
11/2/2007,9627.712,gage
11/3/2007,9684.3456,gage
11/4/2007,9457.8112,gage
11/5/2007,9174.6432,gage
11/6/2007,8919.792,gage
11/7/2007,8636.624,gage
11/8/2007,8353.456,gage
11/9/2007,8098.6048,gage
11/10/2007,7900.3872,gage
11/11/2007,7645.536,gage
11/12/2007,7277.4176,gage
11/13/2007,6937.616,gage
11/14/2007,6739.3984,gage
11/15/2007,6569.4976,gage
11/16/2007,6342.9632,gage
11/17/2007,6031.4784,gage
11/18/2007,5861.5776,gage
11/19/2007,5663.36,gage
11/20/2007,5521.776,gage
11/21/2007,5436.8256,gage
11/22/2007,5380.192,gage
11/23/2007,5380.192,gage
11/24/2007,5436.8256,gage
11/25/2007,5521.776,gage
11/26/2007,5691.6768,gage
11/27/2007,5974.8448,gage
11/28/2007,6059.7952,gage
11/29/2007,5861.5776,gage
11/30/2007,5861.5776,gage
12/1/2007,6059.7952,gage
12/2/2007,6031.4784,gage
12/3/2007,6059.7952,gage
12/4/2007,6003.1616,gage
12/5/2007,6456.2304,gage
12/6/2007,6597.8144,gage
12/7/2007,6937.616,gage
12/8/2007,7249.1008,gage
12/9/2007,7419.0016,gage
12/10/2007,7419.0016,gage
12/11/2007,7475.6352,gage
12/12/2007,7419.0016,gage
12/13/2007,7362.368,gage
12/14/2007,7419.0016,gage
12/15/2007,7532.2688,gage
12/16/2007,7872.0704,gage
12/17/2007,8551.6736,gage
12/18/2007,9429.4944,gage
12/19/2007,10562.1664,gage
12/20/2007,11893.056,gage
12/21/2007,13025.728,gage
12/22/2007,14101.7664,gage
12/23/2007,15092.8544,gage
12/24/2007,16083.9424,gage
12/25/2007,16820.1792,gage
12/26/2007,17188.2976,gage
12/27/2007,17301.5648,gage
12/28/2007,17414.832,gage
12/29/2007,17499.7824,gage
12/30/2007,17471.4656,gage
12/31/2007,17273.248,gage
1/1/2008,16706.912,gage
1/2/2008,16140.576,gage
1/3/2008,15489.2896,gage
1/4/2008,14922.9536,gage
1/5/2008,14413.2512,gage
1/6/2008,13875.232,gage
1/7/2008,13308.896,gage
1/8/2008,13025.728,gage
1/9/2008,12714.2432,gage
1/10/2008,12232.8576,gage
1/11/2008,11893.056,gage
1/12/2008,11581.5712,gage
1/13/2008,11326.72,gage
1/14/2008,11043.552,gage
1/15/2008,10845.3344,gage
1/16/2008,10845.3344,gage
1/17/2008,11411.6704,gage
1/18/2008,12232.8576,gage
1/19/2008,13082.3616,gage
1/20/2008,14101.7664,gage
1/21/2008,14894.6368,gage
1/22/2008,15432.656,gage
1/23/2008,15687.5072,gage
1/24/2008,15744.1408,gage
1/25/2008,15744.1408,gage
1/26/2008,14866.32,gage
1/27/2008,15460.9728,gage
1/28/2008,13960.1824,gage
1/29/2008,13308.896,gage
1/30/2008,12770.8768,gage
1/31/2008,12346.1248,gage
2/1/2008,11808.1056,gage
2/2/2008,11468.304,gage
2/3/2008,11043.552,gage
2/4/2008,10647.1168,gage
2/5/2008,10618.8,gage
2/6/2008,10533.8496,gage
2/7/2008,10477.216,gage
2/8/2008,10703.7504,gage
2/9/2008,11156.8192,gage
2/10/2008,11893.056,gage
2/11/2008,12884.144,gage
2/12/2008,13818.5984,gage
2/13/2008,14894.6368,gage
2/14/2008,16055.6256,gage
2/15/2008,16990.08,gage
2/16/2008,17811.2672,gage
2/17/2008,18604.1376,gage
2/18/2008,19425.3248,gage
2/19/2008,19963.344,gage
2/20/2008,20926.1152,gage
2/21/2008,21662.352,gage
2/22/2008,22653.44,gage
2/23/2008,24295.8144,gage
2/24/2008,25060.368,gage
2/25/2008,25315.2192,gage
2/26/2008,25173.6352,gage
2/27/2008,24975.4176,gage
2/28/2008,25117.0016,gage
2/29/2008,24918.784,gage
3/1/2008,24409.0816,gage
3/2/2008,24012.6464,gage
3/3/2008,23049.8752,gage
3/4/2008,21520.768,gage
3/5/2008,21067.6992,gage
3/6/2008,20784.5312,gage
3/7/2008,20671.264,gage
3/8/2008,20671.264,gage
3/9/2008,21237.6,gage
3/10/2008,22143.7376,gage
3/11/2008,22398.5888,gage
3/12/2008,23106.5088,gage
3/13/2008,23644.528,gage
3/14/2008,24125.9136,gage
3/15/2008,24380.7648,gage
3/16/2008,24890.4672,gage
3/17/2008,25230.2688,gage
3/18/2008,25626.704,gage
3/19/2008,25768.288,gage
3/20/2008,26136.4064,gage
3/21/2008,26334.624,gage
3/22/2008,26419.5744,gage
3/23/2008,26702.7424,gage
3/24/2008,27127.4944,gage
3/25/2008,27778.7808,gage
3/26/2008,28373.4336,gage
3/27/2008,29109.6704,gage
3/28/2008,29732.64,gage
3/29/2008,30015.808,gage
3/30/2008,30695.4112,gage
3/31/2008,31346.6976,gage
4/1/2008,32111.2512,gage
4/2/2008,32762.5376,gage
4/3/2008,33527.0912,gage
4/4/2008,34121.744,gage
4/5/2008,34773.0304,gage
4/6/2008,35452.6336,gage
4/7/2008,36160.5536,gage
4/8/2008,36641.9392,gage
4/9/2008,37293.2256,gage
4/10/2008,37916.1952,gage
4/11/2008,38510.848,gage
4/12/2008,38850.6496,gage
4/13/2008,39105.5008,gage
4/14/2008,39247.0848,gage
4/15/2008,39643.52,gage
4/16/2008,39983.3216,gage
4/17/2008,40351.44,gage
4/18/2008,40379.7568,gage
4/19/2008,40634.608,gage
4/20/2008,40861.1424,gage
4/21/2008,41031.0432,gage
4/22/2008,41031.0432,gage
4/23/2008,41115.9936,gage
4/24/2008,41172.6272,gage
4/25/2008,41229.2608,gage
4/26/2008,41059.36,gage
4/27/2008,41031.0432,gage
4/28/2008,40946.0928,gage
4/29/2008,40747.8752,gage
4/30/2008,40408.0736,gage
5/1/2008,39813.4208,gage
5/2/2008,38510.848,gage
5/3/2008,37463.1264,gage
5/4/2008,36953.424,gage
5/5/2008,36500.3552,gage
5/6/2008,35962.336,gage
5/7/2008,33951.8432,gage
5/8/2008,33130.656,gage
5/9/2008,32479.3696,gage
5/10/2008,31941.3504,gage
5/11/2008,31403.3312,gage
5/12/2008,30865.312,gage
5/13/2008,30298.976,gage
5/14/2008,29817.5904,gage
5/15/2008,29647.6896,gage
5/16/2008,29449.472,gage
5/17/2008,29336.2048,gage
5/18/2008,29081.3536,gage
5/19/2008,28883.136,gage
5/20/2008,28741.552,gage
5/21/2008,28628.2848,gage
5/22/2008,28543.3344,gage
5/23/2008,28543.3344,gage
5/24/2008,28430.0672,gage
5/25/2008,28430.0672,gage
5/26/2008,28345.1168,gage
5/27/2008,28231.8496,gage
5/28/2008,28033.632,gage
5/29/2008,27807.0976,gage
5/30/2008,27608.88,gage
5/31/2008,26221.3568,gage
6/1/2008,25994.8224,gage
6/2/2008,25853.2384,gage
6/3/2008,25598.3872,gage
6/4/2008,25400.1696,gage
6/5/2008,25088.6848,gage
6/6/2008,24692.2496,gage
