date (mm/dd/yyyy),flow (m3/s),data source
9/8/2006,2010.4928,gage
9/9/2006,2152.0768,gage
9/10/2006,2321.9776,gage
9/11/2006,2435.2448,gage
9/12/2006,2491.8784,gage
9/13/2006,2208.7104,gage
9/14/2006,2265.344,gage
9/15/2006,2152.0768,gage
9/16/2006,2265.344,gage
9/17/2006,2237.0272,gage
9/18/2006,2237.0272,gage
9/19/2006,2265.344,gage
9/20/2006,2067.1264,gage
9/21/2006,2152.0768,gage
9/22/2006,2350.2944,gage
9/23/2006,2605.1456,gage
9/24/2006,2718.4128,gage
9/25/2006,2803.3632,gage
9/26/2006,2803.3632,gage
9/27/2006,2831.68,gage
9/28/2006,2831.68,gage
9/29/2006,2661.7792,gage
9/30/2006,2746.7296,gage
10/1/2006,3029.8976,gage
10/2/2006,3426.3328,gage
10/3/2006,4105.936,gage
10/4/2006,4474.0544,gage
10/5/2006,4530.688,gage
10/6/2006,4615.6384,gage
10/7/2006,4105.936,gage
10/8/2006,3879.4016,gage
10/9/2006,3737.8176,gage
10/10/2006,3511.2832,gage
10/11/2006,3511.2832,gage
10/12/2006,3426.3328,gage
10/13/2006,3256.432,gage
10/14/2006,3114.848,gage
10/15/2006,3058.2144,gage
10/16/2006,3171.4816,gage
10/17/2006,4020.9856,gage
10/18/2006,3482.9664,gage
10/19/2006,3426.3328,gage
10/20/2006,4049.3024,gage
10/21/2006,3737.8176,gage
10/22/2006,3624.5504,gage
10/23/2006,3567.9168,gage
10/24/2006,3341.3824,gage
10/25/2006,3567.9168,gage
10/26/2006,3482.9664,gage
10/27/2006,3624.5504,gage
10/28/2006,4020.9856,gage
10/29/2006,3879.4016,gage
10/30/2006,3737.8176,gage
10/31/2006,4389.104,gage
11/1/2006,4785.5392,gage
11/2/2006,4927.1232,gage
11/3/2006,4955.44,gage
11/4/2006,5068.7072,gage
11/5/2006,5068.7072,gage
11/6/2006,4870.4896,gage
11/7/2006,5295.2416,gage
11/8/2006,5550.0928,gage
11/9/2006,5578.4096,gage
11/10/2006,5748.3104,gage
11/11/2006,5946.528,gage
11/12/2006,5889.8944,gage
11/13/2006,5748.3104,gage
11/14/2006,5436.8256,gage
11/15/2006,5266.9248,gage
11/16/2006,5040.3904,gage
11/17/2006,4474.0544,gage
11/18/2006,4672.272,gage
11/19/2006,4530.688,gage
11/20/2006,4360.7872,gage
11/21/2006,4304.1536,gage
11/22/2006,4190.8864,gage
11/23/2006,4389.104,gage
11/24/2006,4389.104,gage
11/25/2006,4785.5392,gage
11/26/2006,5153.6576,gage
11/27/2006,5295.2416,gage
11/28/2006,5436.8256,gage
11/29/2006,5436.8256,gage
11/30/2006,5635.0432,gage
12/1/2006,5635.0432,gage
12/2/2006,5436.8256,gage
12/3/2006,5210.2912,gage
12/4/2006,5210.2912,gage
12/5/2006,5323.5584,gage
12/6/2006,5408.5088,gage
12/7/2006,5238.608,gage
12/8/2006,5153.6576,gage
12/9/2006,4785.5392,gage
12/10/2006,4757.2224,gage
12/11/2006,4728.9056,gage
12/12/2006,5012.0736,gage
12/13/2006,5493.4592,gage
12/14/2006,5606.7264,gage
12/15/2006,5295.2416,gage
12/16/2006,5210.2912,gage
12/17/2006,4927.1232,gage
12/18/2006,4813.856,gage
12/19/2006,4445.7376,gage
12/20/2006,4247.52,gage
12/21/2006,4247.52,gage
12/22/2006,4360.7872,gage
12/23/2006,4219.2032,gage
12/24/2006,4304.1536,gage
12/25/2006,4417.4208,gage
12/26/2006,4559.0048,gage
12/27/2006,4474.0544,gage
12/28/2006,4247.52,gage
12/29/2006,4672.272,gage
12/30/2006,4785.5392,gage
12/31/2006,6031.4784,gage
1/1/2007,6484.5472,gage
1/2/2007,6512.864,gage
1/3/2007,6456.2304,gage
1/4/2007,6711.0816,gage
1/5/2007,7787.12,gage
1/6/2007,7985.3376,gage
1/7/2007,8325.1392,gage
1/8/2007,8353.456,gage
1/9/2007,8211.872,gage
1/10/2007,8070.288,gage
1/11/2007,8070.288,gage
1/12/2007,8070.288,gage
1/13/2007,8523.3568,gage
1/14/2007,8551.6736,gage
1/15/2007,8438.4064,gage
1/16/2007,8664.9408,gage
1/17/2007,8778.208,gage
1/18/2007,9118.0096,gage
1/19/2007,9656.0288,gage
1/20/2007,10024.1472,gage
1/21/2007,10222.3648,gage
1/22/2007,10363.9488,gage
1/23/2007,10562.1664,gage
1/24/2007,10760.384,gage
1/25/2007,11609.888,gage
1/26/2007,11468.304,gage
1/27/2007,11411.6704,gage
1/28/2007,11468.304,gage
1/29/2007,11326.72,gage
1/30/2007,11298.4032,gage
1/31/2007,11213.4528,gage
2/1/2007,11185.136,gage
2/2/2007,11128.5024,gage
2/3/2007,10901.968,gage
2/4/2007,10845.3344,gage
2/5/2007,10703.7504,gage
2/6/2007,10307.3152,gage
2/7/2007,9797.6128,gage
2/8/2007,8919.792,gage
2/9/2007,8523.3568,gage
2/10/2007,8013.6544,gage
2/11/2007,7730.4864,gage
2/12/2007,7362.368,gage
2/13/2007,6711.0816,gage
2/14/2007,6286.3296,gage
2/15/2007,5719.9936,gage
2/16/2007,5380.192,gage
2/17/2007,5266.9248,gage
2/18/2007,5068.7072,gage
2/19/2007,4870.4896,gage
2/20/2007,4643.9552,gage
2/21/2007,4559.0048,gage
2/22/2007,4587.3216,gage
2/23/2007,4813.856,gage
2/24/2007,4898.8064,gage
2/25/2007,4813.856,gage
2/26/2007,4757.2224,gage
2/27/2007,4700.5888,gage
2/28/2007,4559.0048,gage
3/1/2007,4643.9552,gage
3/2/2007,4700.5888,gage
3/3/2007,4898.8064,gage
3/4/2007,5380.192,gage
3/5/2007,5918.2112,gage
3/6/2007,6512.864,gage
3/7/2007,6880.9824,gage
3/8/2007,7022.5664,gage
3/9/2007,7362.368,gage
3/10/2007,7702.1696,gage
3/11/2007,7787.12,gage
3/12/2007,7787.12,gage
3/13/2007,8070.288,gage
3/14/2007,8126.9216,gage
3/15/2007,8070.288,gage
3/16/2007,8183.5552,gage
3/17/2007,8041.9712,gage
3/18/2007,7957.0208,gage
3/19/2007,7872.0704,gage
3/20/2007,7532.2688,gage
3/21/2007,7079.2,gage
3/22/2007,6682.7648,gage
3/23/2007,6342.9632,gage
3/24/2007,6059.7952,gage
3/25/2007,6031.4784,gage
3/26/2007,5974.8448,gage
3/27/2007,6003.1616,gage
3/28/2007,6201.3792,gage
3/29/2007,6456.2304,gage
3/30/2007,6852.6656,gage
3/31/2007,7079.2,gage
4/1/2007,7164.1504,gage
4/2/2007,7560.5856,gage
4/3/2007,7475.6352,gage
4/4/2007,7588.9024,gage
4/5/2007,7560.5856,gage
4/6/2007,7758.8032,gage
4/7/2007,7928.704,gage
4/8/2007,7957.0208,gage
4/9/2007,8070.288,gage
4/10/2007,8183.5552,gage
4/11/2007,8183.5552,gage
4/12/2007,8240.1888,gage
4/13/2007,8240.1888,gage
4/14/2007,8041.9712,gage
4/15/2007,7985.3376,gage
4/16/2007,8126.9216,gage
4/17/2007,7843.7536,gage
4/18/2007,7702.1696,gage
4/19/2007,7419.0016,gage
4/20/2007,7079.2,gage
4/21/2007,7135.8336,gage
4/22/2007,7164.1504,gage
4/23/2007,7164.1504,gage
4/24/2007,7249.1008,gage
4/25/2007,7588.9024,gage
4/26/2007,7900.3872,gage
4/27/2007,7843.7536,gage
4/28/2007,7985.3376,gage
4/29/2007,8070.288,gage
4/30/2007,8155.2384,gage
5/1/2007,8381.7728,gage
5/2/2007,8579.9904,gage
5/3/2007,8353.456,gage
5/4/2007,8155.2384,gage
5/5/2007,7985.3376,gage
5/6/2007,7900.3872,gage
5/7/2007,7588.9024,gage
5/8/2007,7475.6352,gage
5/9/2007,7447.3184,gage
5/10/2007,7390.6848,gage
5/11/2007,7447.3184,gage
5/12/2007,7390.6848,gage
5/13/2007,7277.4176,gage
5/14/2007,7277.4176,gage
5/15/2007,7560.5856,gage
5/16/2007,7900.3872,gage
5/17/2007,7985.3376,gage
5/18/2007,7843.7536,gage
5/19/2007,7900.3872,gage
5/20/2007,7815.4368,gage
5/21/2007,7702.1696,gage
5/22/2007,7872.0704,gage
5/23/2007,7843.7536,gage
5/24/2007,7815.4368,gage
5/25/2007,7702.1696,gage
5/26/2007,7334.0512,gage
5/27/2007,7135.8336,gage
5/28/2007,6909.2992,gage
5/29/2007,6626.1312,gage
5/30/2007,6427.9136,gage
5/31/2007,6116.4288,gage
6/1/2007,5861.5776,gage
6/2/2007,5295.2416,gage
6/3/2007,5012.0736,gage
6/4/2007,5012.0736,gage
6/5/2007,4898.8064,gage
6/6/2007,4757.2224,gage
6/7/2007,4559.0048,gage
6/8/2007,4672.272,gage
6/9/2007,4927.1232,gage
6/10/2007,4785.5392,gage
6/11/2007,4672.272,gage
6/12/2007,4728.9056,gage
6/13/2007,4870.4896,gage
6/14/2007,4842.1728,gage
6/15/2007,4757.2224,gage
6/16/2007,4785.5392,gage
6/17/2007,4870.4896,gage
6/18/2007,4870.4896,gage
6/19/2007,4785.5392,gage
6/20/2007,4785.5392,gage
6/21/2007,4728.9056,gage
6/22/2007,4785.5392,gage
6/23/2007,4870.4896,gage
6/24/2007,4870.4896,gage
6/25/2007,4927.1232,gage
6/26/2007,5068.7072,gage
6/27/2007,4842.1728,gage
6/28/2007,4728.9056,gage
6/29/2007,4927.1232,gage
6/30/2007,4813.856,gage
7/1/2007,4757.2224,gage
7/2/2007,4785.5392,gage
7/3/2007,4898.8064,gage
7/4/2007,4728.9056,gage
7/5/2007,4785.5392,gage
7/6/2007,5068.7072,gage
7/7/2007,5266.9248,gage
7/8/2007,5578.4096,gage
7/9/2007,6088.112,gage
7/10/2007,5804.944,gage
7/11/2007,5804.944,gage
7/12/2007,6059.7952,gage
7/13/2007,6201.3792,gage
7/14/2007,6399.5968,gage
7/15/2007,6541.1808,gage
7/16/2007,6682.7648,gage
7/17/2007,7107.5168,gage
7/18/2007,7220.784,gage
7/19/2007,7022.5664,gage
7/20/2007,6909.2992,gage
7/21/2007,6626.1312,gage
7/22/2007,6541.1808,gage
7/23/2007,6399.5968,gage
7/24/2007,6059.7952,gage
7/25/2007,5804.944,gage
7/26/2007,5635.0432,gage
7/27/2007,5550.0928,gage
7/28/2007,5351.8752,gage
7/29/2007,5210.2912,gage
7/30/2007,4955.44,gage
7/31/2007,4983.7568,gage
8/1/2007,5012.0736,gage
8/2/2007,4842.1728,gage
8/3/2007,4643.9552,gage
8/4/2007,4530.688,gage
8/5/2007,4417.4208,gage
8/6/2007,4247.52,gage
8/7/2007,4162.5696,gage
8/8/2007,4134.2528,gage
8/9/2007,4020.9856,gage
8/10/2007,3964.352,gage
8/11/2007,3652.8672,gage
8/12/2007,3511.2832,gage
8/13/2007,3284.7488,gage
8/14/2007,3398.016,gage
8/15/2007,3539.6,gage
8/16/2007,3199.7984,gage
8/17/2007,3199.7984,gage
8/18/2007,3114.848,gage
8/19/2007,3284.7488,gage
8/20/2007,3256.432,gage
8/21/2007,3228.1152,gage
8/22/2007,3256.432,gage
8/23/2007,3171.4816,gage
8/24/2007,3171.4816,gage
8/25/2007,3313.0656,gage
8/26/2007,3199.7984,gage
8/27/2007,3058.2144,gage
8/28/2007,3284.7488,gage
8/29/2007,3143.1648,gage
8/30/2007,3029.8976,gage
8/31/2007,3058.2144,gage
9/1/2007,3454.6496,gage
9/2/2007,3567.9168,gage
9/3/2007,3539.6,gage
9/4/2007,3709.5008,gage
9/5/2007,3879.4016,gage
9/6/2007,4020.9856,gage
9/7/2007,4077.6192,gage
9/8/2007,4304.1536,gage
9/9/2007,4445.7376,gage
9/10/2007,4643.9552,gage
9/11/2007,4247.52,gage
9/12/2007,4134.2528,gage
9/13/2007,4162.5696,gage
9/14/2007,4389.104,gage
9/15/2007,4247.52,gage
9/16/2007,3879.4016,gage
9/17/2007,3539.6,gage
9/18/2007,3596.2336,gage
9/19/2007,3652.8672,gage
9/20/2007,3454.6496,gage
9/21/2007,3114.848,gage
9/22/2007,2944.9472,gage
9/23/2007,3058.2144,gage
9/24/2007,3029.8976,gage
9/25/2007,2831.68,gage
9/26/2007,2690.096,gage
9/27/2007,2633.4624,gage
9/28/2007,2350.2944,gage
9/29/2007,2237.0272,gage
9/30/2007,2208.7104,gage
10/1/2007,2237.0272,gage
10/2/2007,2293.6608,gage
10/3/2007,2208.7104,gage
10/4/2007,2038.8096,gage
10/5/2007,2010.4928,gage
10/6/2007,2180.3936,gage
10/7/2007,2265.344,gage
10/8/2007,2350.2944,gage
10/9/2007,2406.928,gage
10/10/2007,2180.3936,gage
10/11/2007,2095.4432,gage
10/12/2007,2038.8096,gage
10/13/2007,1953.8592,gage
10/14/2007,2038.8096,gage
10/15/2007,1982.176,gage
10/16/2007,2095.4432,gage
10/17/2007,2095.4432,gage
10/18/2007,2350.2944,gage
10/19/2007,2123.76,gage
10/20/2007,2180.3936,gage
10/21/2007,2067.1264,gage
10/22/2007,2180.3936,gage
10/23/2007,2718.4128,gage
10/24/2007,2491.8784,gage
10/25/2007,2548.512,gage
10/26/2007,2746.7296,gage
10/27/2007,3029.8976,gage
10/28/2007,3171.4816,gage
10/29/2007,3284.7488,gage
10/30/2007,3652.8672,gage
10/31/2007,3766.1344,gage
11/1/2007,3992.6688,gage
11/2/2007,4162.5696,gage
11/3/2007,4162.5696,gage
11/4/2007,4105.936,gage
11/5/2007,4077.6192,gage
11/6/2007,4077.6192,gage
11/7/2007,3624.5504,gage
11/8/2007,3511.2832,gage
11/9/2007,3567.9168,gage
11/10/2007,3539.6,gage
11/11/2007,3341.3824,gage
11/12/2007,3171.4816,gage
11/13/2007,3143.1648,gage
11/14/2007,2944.9472,gage
11/15/2007,2576.8288,gage
11/16/2007,2406.928,gage
11/17/2007,2520.1952,gage
11/18/2007,2435.2448,gage
11/19/2007,2435.2448,gage
11/20/2007,2350.2944,gage
11/21/2007,2350.2944,gage
11/22/2007,2293.6608,gage
11/23/2007,2152.0768,gage
11/24/2007,2237.0272,gage
11/25/2007,2435.2448,gage
11/26/2007,2944.9472,gage
11/27/2007,2520.1952,gage
11/28/2007,2435.2448,gage
11/29/2007,2548.512,gage
11/30/2007,2888.3136,gage
12/1/2007,2548.512,gage
12/2/2007,2378.6112,gage
12/3/2007,2293.6608,gage
12/4/2007,2378.6112,gage
12/5/2007,2576.8288,gage
12/6/2007,3058.2144,gage
12/7/2007,3284.7488,gage
12/8/2007,3228.1152,gage
12/9/2007,3426.3328,gage
12/10/2007,3341.3824,gage
12/11/2007,3284.7488,gage
12/12/2007,3228.1152,gage
12/13/2007,3228.1152,gage
12/14/2007,3114.848,gage
12/15/2007,3114.848,gage
12/16/2007,3341.3824,gage
12/17/2007,3596.2336,gage
12/18/2007,3992.6688,gage
12/19/2007,4785.5392,gage
12/20/2007,4927.1232,gage
12/21/2007,5550.0928,gage
12/22/2007,6144.7456,gage
12/23/2007,6286.3296,gage
12/24/2007,6427.9136,gage
12/25/2007,6654.448,gage
12/26/2007,6994.2496,gage
12/27/2007,7419.0016,gage
12/28/2007,7503.952,gage
12/29/2007,7475.6352,gage
12/30/2007,7475.6352,gage
12/31/2007,7447.3184,gage
1/1/2008,7277.4176,gage
1/2/2008,7022.5664,gage
1/3/2008,6682.7648,gage
1/4/2008,6399.5968,gage
1/5/2008,6286.3296,gage
1/6/2008,6031.4784,gage
1/7/2008,5946.528,gage
1/8/2008,5663.36,gage
1/9/2008,5295.2416,gage
1/10/2008,5040.3904,gage
1/11/2008,5040.3904,gage
1/12/2008,4870.4896,gage
1/13/2008,4870.4896,gage
1/14/2008,4700.5888,gage
1/15/2008,4672.272,gage
1/16/2008,4700.5888,gage
1/17/2008,4700.5888,gage
1/18/2008,5040.3904,gage
1/19/2008,5719.9936,gage
1/20/2008,6059.7952,gage
1/21/2008,6144.7456,gage
1/22/2008,6512.864,gage
1/23/2008,6626.1312,gage
1/24/2008,6880.9824,gage
1/25/2008,6711.0816,gage
1/26/2008,6682.7648,gage
1/27/2008,6597.8144,gage
1/28/2008,6456.2304,gage
1/29/2008,5918.2112,gage
1/30/2008,5550.0928,gage
1/31/2008,5210.2912,gage
2/1/2008,5153.6576,gage
2/2/2008,5040.3904,gage
2/3/2008,4898.8064,gage
2/4/2008,4813.856,gage
2/5/2008,4559.0048,gage
2/6/2008,4389.104,gage
2/7/2008,4643.9552,gage
2/8/2008,4559.0048,gage
2/9/2008,4615.6384,gage
2/10/2008,4757.2224,gage
2/11/2008,4955.44,gage
2/12/2008,5606.7264,gage
2/13/2008,6371.28,gage
2/14/2008,6682.7648,gage
2/15/2008,7164.1504,gage
2/16/2008,7758.8032,gage
2/17/2008,8466.7232,gage
2/18/2008,9061.376,gage
2/19/2008,9372.8608,gage
2/20/2008,8948.1088,gage
2/21/2008,9202.96,gage
2/22/2008,9740.9792,gage
2/23/2008,9910.88,gage
2/24/2008,9910.88,gage
2/25/2008,9854.2464,gage
2/26/2008,10533.8496,gage
2/27/2008,10788.7008,gage
2/28/2008,10817.0176,gage
2/29/2008,10788.7008,gage
3/1/2008,10647.1168,gage
3/2/2008,10533.8496,gage
3/3/2008,10307.3152,gage
3/4/2008,9910.88,gage
3/5/2008,9429.4944,gage
3/6/2008,9061.376,gage
3/7/2008,8778.208,gage
3/8/2008,8834.8416,gage
3/9/2008,8948.1088,gage
3/10/2008,9061.376,gage
3/11/2008,9514.4448,gage
3/12/2008,9712.6624,gage
3/13/2008,9995.8304,gage
3/14/2008,10250.6816,gage
3/15/2008,10675.4336,gage
3/16/2008,10732.0672,gage
3/17/2008,10788.7008,gage
3/18/2008,10873.6512,gage
3/19/2008,11156.8192,gage
3/20/2008,11213.4528,gage
3/21/2008,11071.8688,gage
3/22/2008,11270.0864,gage
3/23/2008,11439.9872,gage
3/24/2008,11581.5712,gage
3/25/2008,11836.4224,gage
3/26/2008,12062.9568,gage
3/27/2008,12317.808,gage
3/28/2008,12572.6592,gage
3/29/2008,13025.728,gage
3/30/2008,13138.9952,gage
3/31/2008,13337.2128,gage
4/1/2008,13563.7472,gage
4/2/2008,13960.1824,gage
4/3/2008,14299.984,gage
4/4/2008,14696.4192,gage
4/5/2008,15149.488,gage
4/6/2008,15545.9232,gage
4/7/2008,15772.4576,gage
4/8/2008,15885.7248,gage
4/9/2008,15885.7248,gage
4/10/2008,16112.2592,gage
4/11/2008,16225.5264,gage
4/12/2008,16565.328,gage
4/13/2008,16706.912,gage
4/14/2008,16933.4464,gage
4/15/2008,17103.3472,gage
4/16/2008,17273.248,gage
4/17/2008,17273.248,gage
4/18/2008,17273.248,gage
4/19/2008,17471.4656,gage
4/20/2008,17556.416,gage
4/21/2008,17584.7328,gage
4/22/2008,17584.7328,gage
4/23/2008,17669.6832,gage
4/24/2008,17726.3168,gage
4/25/2008,17613.0496,gage
4/26/2008,17698,gage
4/27/2008,17698,gage
4/28/2008,17726.3168,gage
4/29/2008,17528.0992,gage
4/30/2008,17443.1488,gage
5/1/2008,17301.5648,gage
5/2/2008,16905.1296,gage
5/3/2008,16593.6448,gage
5/4/2008,16083.9424,gage
5/5/2008,15489.2896,gage
5/6/2008,15007.904,gage
5/7/2008,14611.4688,gage
5/8/2008,14413.2512,gage
5/9/2008,14158.4,gage
5/10/2008,13705.3312,gage
5/11/2008,13507.1136,gage
5/12/2008,13195.6288,gage
5/13/2008,13082.3616,gage
5/14/2008,12884.144,gage
5/15/2008,12912.4608,gage
5/16/2008,12685.9264,gage
5/17/2008,12374.4416,gage
5/18/2008,12346.1248,gage
5/19/2008,12317.808,gage
5/20/2008,12346.1248,gage
5/21/2008,12034.64,gage
5/22/2008,12402.7584,gage
5/23/2008,12402.7584,gage
5/24/2008,12289.4912,gage
5/25/2008,12147.9072,gage
5/26/2008,12034.64,gage
5/27/2008,11808.1056,gage
5/28/2008,11921.3728,gage
5/29/2008,11893.056,gage
5/30/2008,11751.472,gage
5/31/2008,11581.5712,gage
6/1/2008,11468.304,gage
